-rw-r--r--,1,root,root,41862,Nov,18,2015,shiftjis.enc
-rw-r--r--,1,root,root,1091,Nov,18,2015,symbol.enc
-rw-r--r--,1,root,root,1091,Nov,18,2015,tis-620.enc
-rw-r--r--,1,root,root,1091,Nov,18,2015,tis-620.enc
-rw-r--r--,1,root,root,9693,Nov,18,2015,http.tcl
-rw-r--r--,1,root,root,735,Nov,18,2015,pkgIndex.tcl
-rw-r--r--,1,root,root,735,Nov,18,2015,pkgIndex.tcl
-rw-r--r--,1,root,root,989,May,31,2011,af.msg
-rw-r--r--,1,root,root,251,May,31,2011,af_za.msg
-rw-r--r--,1,root,root,259,May,31,2011,ar_in.msg
-rw-r--r--,1,root,root,1812,May,31,2011,ar_jo.msg
-rw-r--r--,1,root,root,1812,May,31,2011,ar_lb.msg
-rw-r--r--,1,root,root,1964,May,31,2011,ar.msg
-rw-r--r--,1,root,root,1812,May,31,2011,ar_sy.msg
-rw-r--r--,1,root,root,2105,May,31,2011,be.msg
-rw-r--r--,1,root,root,1819,May,31,2011,bg.msg
-rw-r--r--,1,root,root,259,May,31,2011,bn_in.msg
-rw-r--r--,1,root,root,2286,May,31,2011,bn.msg
-rw-r--r--,1,root,root,1102,May,31,2011,ca.msg
-rw-r--r--,1,root,root,1300,May,31,2011,cs.msg
-rw-r--r--,1,root,root,1156,May,31,2011,da.msg
-rw-r--r--,1,root,root,812,May,31,2011,de_at.msg
